Education,Age,Genre,Origine,Domestication,VaccinationDesAnimaux,MorsureDeChien,Deces,PropagationParLesChiens,Transmission,VaccinationPreventive,Campagne,VaccinationPersonnelle,ConnaissanceAvantLaVaccination,ConnaissanceApresLaVaccination,Signes,Enrage,Medecin,FamilierAtteint,Installations,VaccinationAbordable,PreferencePourLaVaccination,ID_Repondant
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1089
B,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,Respondent1090
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1091
B,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1092
B,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,Respondent1093
B,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1094
B,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,Respondent1095
B,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1096
B,2,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,Respondent1097
B,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,Respondent1098
B,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,Respondent1099
M,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,Respondent1100
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1101
B,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,Respondent1102
B,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,Respondent1103
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,Respondent1104
B,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,Respondent1105
B,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1106
B,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,Respondent1107
B,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,Respondent1108
B,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,Respondent1109
B,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,Respondent1110
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1111
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1112
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1113
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1114
B,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,Respondent1115
B,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,Respondent1116
F,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,Respondent1117
B,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,2,1,Respondent1118
B,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,Respondent1119
B,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,Respondent1120
B,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,Respondent1121
B,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1122
B,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,Respondent1123
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1124
B,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,Respondent1125
B,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,Respondent1126
B,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,Respondent1127
B,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,Respondent1128
B,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,Respondent1129
B,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,Respondent1130
B,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,Respondent1131
B,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,Respondent1132
B,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,Respondent1133
B,2,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,Respondent1134
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,Respondent1135
B,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,Respondent1136
B,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,Respondent1137
B,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,Respondent1138
B,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,Respondent1139
B,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,Respondent1140
B,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,Respondent1141
B,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,Respondent1142
B,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,Respondent1143
B,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,Respondent1144
B,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,Respondent1145
B,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,Respondent1146
B,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,Respondent1147
B,3,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,Respondent1148
B,3,1,2,1,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,Respondent1149
B,3,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,Respondent1150
B,3,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,Respondent1151
M,3,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,Respondent1152
F,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,Respondent1153
F,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,Respondent1154
F,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,Respondent1155
F,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,Respondent1156
F,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,Respondent1157
F,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,Respondent1158
F,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,Respondent1159
F,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,Respondent1160
F,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,Respondent1161
F,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,Respondent1162
F,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,Respondent1163
F,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,Respondent1164
F,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,Respondent1165
F,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,2,1,Respondent1166
A,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1167
A,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,Respondent1168
F,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,Respondent1169
F,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,Respondent1170
F,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,Respondent1171
F,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,Respondent1172
F,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,Respondent1173
F,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,Respondent1174
F,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,Respondent1175
F,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,Respondent1176
F,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,Respondent1177
F,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,Respondent1178
F,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,Respondent1179
A,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,Respondent1180
A,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,Respondent1181
A,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,Respondent1182
A,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,1,Respondent1183
A,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,Respondent1184
A,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,Respondent1185
A,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,Respondent1186
C,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,Respondent1187
C,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,Respondent1188
C,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,Respondent1189
C,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,Respondent1190
C,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,Respondent1191
C,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,Respondent1192
C,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,Respondent1193
C,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,Respondent1194
A,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,Respondent1195
C,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,Respondent1196
C,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,Respondent1197
C,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,Respondent1198
C,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,Respondent1199
C,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1200
C,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,1,2,Respondent1201
C,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,1,2,Respondent1202
C,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,Respondent1203
C,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,Respondent1204
C,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,Respondent1205
C,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,Respondent1206
C,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,Respondent1207
C,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,Respondent1208
C,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,Respondent1209
A,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,2,Respondent1210
C,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,Respondent1211
B,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,Respondent1212
C,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,Respondent1213
C,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,Respondent1214
C,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,Respondent1215
C,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,Respondent1216
A,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,Respondent1217
F,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,Respondent1218
F,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,Respondent1219
F,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,Respondent1220
F,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,Respondent1221
F,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,Respondent1222
F,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,Respondent1223
F,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,Respondent1224
F,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,Respondent1225
F,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,Respondent1226
F,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,Respondent1227
F,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,Respondent1228
F,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,Respondent1229
F,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,Respondent1230
F,1,2,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,Respondent1231
F,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,Respondent1232
F,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,Respondent1233
F,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,1,Respondent1234
F,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,Respondent1235
C,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,Respondent1236
C,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,Respondent1237
C,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,Respondent1238
F,1,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,2,2,2,1,1,Respondent1239
F,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,Respondent1240
F,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,Respondent1241
F,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,Respondent1242
F,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,Respondent1243
F,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,Respondent1244
F,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,Respondent1245
F,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,1,Respondent1246
F,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,1,2,Respondent1247
F,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,Respondent1248
C,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,Respondent1249
C,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,Respondent1250
C,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,Respondent1251
C,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,Respondent1252
C,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,Respondent1253
C,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,Respondent1254
C,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,Respondent1255
C,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,Respondent1256
C,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,Respondent1257
C,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,Respondent1258
C,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,2,Respondent1259
C,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,Respondent1260
C,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,Respondent1261
C,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,1,1,Respondent1262
C,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,1,Respondent1263
C,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,1,2,Respondent1264
C,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,Respondent1265
C,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,Respondent1266
C,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,Respondent1267
C,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,Respondent1268
C,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1269
F,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,Respondent1270
F,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,Respondent1271
F,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,Respondent1272
F,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,Respondent1273
F,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,Respondent1274
F,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1,Respondent1275
F,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,Respondent1276
F,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,Respondent1277
C,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,Respondent1278
C,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,Respondent1279
C,1,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,1,Respondent1280
C,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,Respondent1281
C,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,Respondent1282
C,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,Respondent1283
A,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,Respondent1284
A,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,Respondent1285
A,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,Respondent1286
C,1,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,Respondent1287
A,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,Respondent1288
C,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,Respondent1289
C,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,Respondent1290
F,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,Respondent1291
C,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,Respondent1292
C,1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,Respondent1293
C,1,2,1,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,Respondent1294
C,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,Respondent1295
C,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,Respondent1296
C,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,Respondent1297
C,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,Respondent1298
C,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,Respondent1299
C,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,Respondent1300
C,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,Respondent1301
C,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,Respondent1302
C,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,Respondent1303
C,1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,Respondent1304
C,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,Respondent1305
C,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,Respondent1306
C,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,Respondent1307
C,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,Respondent1308
C,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,Respondent1309
F,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,1,2,Respondent1310
C,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,Respondent1311
C,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,1,Respondent1312
C,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,Respondent1313
F,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,Respondent1314
C,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,Respondent1315
C,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,Respondent1316
C,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,Respondent1317
F,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,Respondent1318
F,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,Respondent1319
C,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,Respondent1320
A,1,2,1,2,2,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,Respondent1321
C,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,Respondent1322
C,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,Respondent1323
C,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,Respondent1324
C,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,Respondent1325
C,1,2,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,Respondent1326
C,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,Respondent1327
C,1,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,Respondent1328
A,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,Respondent1329
A,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,Respondent1330
A,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,Respondent1331
A,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,Respondent1332
A,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,Respondent1333
A,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,Respondent1334
B,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,2,Respondent1335
F,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,Respondent1336
B,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,Respondent1337
F,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,Respondent1338
F,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,Respondent1339
A,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,Respondent1340
C,2,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,1,Respondent1341
B,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,Respondent1342
B,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,Respondent1343
C,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,Respondent1344
M,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,Respondent1345
C,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,Respondent1346
C,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,Respondent1347
C,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Respondent1348
C,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,Respondent1349
C,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,Respondent1350
M,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,1,Respondent1351
C,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,Respondent1352
C,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,Respondent1353
C,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,Respondent1354
F,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,Respondent1355
C,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,Respondent1356
C,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,1,2,2,Respondent1357
A,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,Respondent1358
A,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,Respondent1359
